user,Subject,text
cardon_brian,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
brianhill_53703,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
AndrewMBlake,Joe Biden," If you're asking Joe ""Medicare for All is too much"" Biden if he's a socialist, but you're not asking Donald ""send in fed…"
ScottKnight61,Joe Biden, Am I imagining that Joe Biden ran a campaign ad compared conservative Jewish Trump supporters to Nazis?
UrsulaBurnett74,Joe Biden," Joe Biden (1) helped his son cover that he was abusing a minor family member based on their text messages, and (2) sol…"
Stef07134097,Joe Biden," Please stop talking about Trump cancelling an Election night event because he, ""knows he's losing."" He knew he was los…"
jiw126,Joe Biden,    Can we see what Joe Biden has done to help the Black community… 
DonnaThompsonC1,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
WendyDawe8,Joe Biden, Why I voted for Biden:  
thedonaldwall,Joe Biden, EXCLUSIVE: Hunter E-Mails Request ‘Formal Meetings With Dad’ To Secure Billion-Dollar Deals
DonaldDrumpfWTF,Joe Biden," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…"
FunFashion4All,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
AngelOBrien0,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
bricksidles,Joe Biden," Joe Biden isn’t stupid, he has Dementia.The people voting for him are stupid!"
NewsOfMideast,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
ccchapman3103,Joe Biden,Be Not Afraid | Joe Biden For President 2020  via 
lamediocremommy,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
gailyRN,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
ThisWasMash,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
brantdkuehn,Joe Biden," Not a legal standard, just asking to see any evidence that supports the claims of corruption. Seems th… "
FallenHaloFirst,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
SageHillfarms,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
VivianRamzy,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
10100WBK,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
evanowsk,Joe Biden," Under President Trump's leadership, America's economy is roaring back with record growth.It's a stark contrast to the s…"
jumaryteacher,Joe Biden, They all look like Joe Biden to me. #bidenisantifa
LeandroFlowers3,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
ElleAtCreswell,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
edlongii,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
davaldod,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
wendynilsson,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
LisaMil20340585,Joe Biden, BIDEN SCANDAL UPDATE: Joe Biden faces investigation no matter who wins on Election Day! PLUS Will Crimes Against …
cyberpyro1,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
sandeeleerod,Joe Biden, Stand back!  Tea Pain’s gonna make a #prediction about the Presidential election.  Here goes!Joe Biden will win the popul…
jenmulvaney,Joe Biden, Joe Biden pledges that if elected president he would form a task force to reunite the 545 immigrant children who’ve been s…
Andysfolly,Joe Biden, Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…
JoshP1979Gator,Joe Biden, Joe does NOT want Large Crowds at his Rallies!!Joe Biden is a LiarHe cannot stop Lying
ARascallion,Joe Biden,"Very Disturbing! New ties between China, Joe Biden &amp; Hunter alleged! –Andrew McCarthy"
smxpdx,Joe Biden," ""I have just voted for Joe Biden. Some of my friends may never speak to me again; others will applaud. Please, for the sak…"
3peasowner,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
Camp_bell_,Joe Biden, “Joe Biden isn’t promising enough on climate action so I’m not going to vote for anyone to do anything” is a pretty fucking…
Wrennie11,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
Im_ur_hklbry,Joe Biden," Every CNN show should end with ""I'm Joe Biden, and I approved this message."""
SirRyanWesley,Joe Biden, Donald Trump voted early. Joe Biden voted early. Mitch McConnell voted early. Amy McGrath voted early. Andy Beshear voted e…
jdbest,Joe Biden,This is how the fake media spins news into propaganda.
judygnutter,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
EricEsp79609913,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
jtstone2112,Joe Biden, Joe Biden Uses Adolf Hitler in Campaign Ad: Pot meet kettle.  
FayeJon11588950,Joe Biden," Sounds like you want to win at any cost. You need to be careful on your tweets Nancy, some people c… "
MaloneComedy,Joe Biden,I keep hearing the argument that Joe Biden has been in politics a long time and hasn’t done anything at all. That’s… 
ElOsoPapa,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
SemperFly2020,Joe Biden," Joe Biden isn’t stupid, he has Dementia.The people voting for him are stupid!"
DeNeenDEWITT,Joe Biden, JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT 🚨
UrsulaBurnett74,Joe Biden," 47 years of tired, old, liberal ideas.America has had enough of Joe Biden. "
Imanbearpiggy,Joe Biden, Meet the 'shy' Biden voters quietly living in Pennsylvania's Trump country  
MTmarilyn2,Joe Biden, MORE great news:  will be in the Tar Heel State on Saturday! We are going all out on the last day of early vo…
robersonma,Joe Biden," Now back to loving my favorite honorary black guy, Joe Biden. You may have heard of him. He's going to save the world."
stellarspiffy,Joe Biden, Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…
UPMHPM,Joe Biden," Glenn Greenwood, formerly of the Intercept, explains why the media refuses to cover the #Hunterbidenlaptop scandal.P…"
DeborahSueDenn2,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
jaroslav48,Joe Biden,"Nat Silver on his 538:  We’re now less than five days away from Election Day, and Joe Biden leads in both national… "
joedrumheller,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
Mattbart09,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
DontAskNotWorth,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
thomscatt,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
NoFoxnewstoday,Joe Biden,Will George W Bush endorse Joe Biden?
jspbeanie,Joe Biden," For those who think basement dweller Joe Biden, bagman and lid lover, could “lead” the economic recovery from the pande…"
ChiChiGreenblat,Joe Biden, The Love -  Eyed Peas  and Jennifer Hudson | Joe Biden for Preside...  via The…
IWasDeleted3,Joe Biden, It is becoming increasingly obvious that the MSM and big tech are covering for Joe Biden to an extent that is unprecedente…
459c9799a43e485,Joe Biden," I’ll say it.  Joe Biden is a lowlife. He always has been. A corrupt, bigoted, lifelong politician.  Now using Hitler in…"
pupsndogs1,Joe Biden, “EXCLUSIVE: Hunter E-Mails Request ‘Formal Meetings With Dad’ To Secure Billion-Dollar Deals”
gregorydines,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
jujueve2004,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
33woodieMartin,Joe Biden, “EXCLUSIVE: Hunter E-Mails Request ‘Formal Meetings With Dad’ To Secure Billion-Dollar Deals”
JanineDeRose03,Joe Biden, “EXCLUSIVE: Hunter E-Mails Request ‘Formal Meetings With Dad’ To Secure Billion-Dollar Deals”
ektaka,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
RedWolvesWin,Joe Biden, If Joe Biden “wins” the election by a long counting process with iffy shenanigans and support by the same mainstream me…
JaredGaon,Joe Biden,Donald Trump and Joe Biden have spent a combined total of $200M on Facebook ads 🤯The real MVP? Mark Zuckerberg… 
Gloriana10754,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
halhooper,Joe Biden, President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.
JoeMacMadness,Joe Biden, You can definitely disagree but it is what happened. He held the majority until the midterms. This happene… 
msmaron,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
Sellsworth1963,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
sullivanmoseley,Joe Biden, Is anyone else thinking about how powerful it would be when Kamala Harris and Nancy Pelosi sit behind Joe Biden at the Stat…
